team,season,week,off_plays,off_epa_per_play,off_success_rate,def_plays,def_epa_per_play_allowed,def_success_allowed,neutral_plays,neutral_pass_plays,neutral_pass_rate,league_neutral_pass_rate,proe,pace_plays,off_epa_per_play_4w,off_success_rate_4w,def_epa_per_play_allowed_4w,def_success_allowed_4w,pace_plays_4w,proe_4w,off_pass_attempts,off_rush_attempts,off_dropbacks
LA,1999,4,74,0.18966309397438127,0.4864864864864865,95,-0.19193639398479806,0.3157894736842105,11,4,0.36363636363636365,0.5134408602150538,-0.1498044965786901,74,0.20535236959453884,0.4735064011379801,-0.18252552706506478,0.35354691075514877,75.0,-0.00670923991908412,24,30,24
LAC,1999,4,70,-0.26073988953816646,0.32857142857142857,108,-0.22053993876649827,0.3333333333333333,23,11,0.4782608695652174,0.5134408602150538,-0.035179990649836346,70,-0.08921512358637053,0.3863991081382386,-0.16875658718761424,0.38889613873301726,84.33333333333333,-0.009016025636249517,32,17,31
LV,1999,4,90,0.03838362306783981,0.4222222222222222,86,0.028885709164343364,0.37209302325581395,28,12,0.42857142857142855,0.5134408602150538,-0.0848694316436252,90,0.014918197074877255,0.410556652287295,-0.02721345469505051,0.3835061469066007,94.5,-0.03870559694597324,36,32,34
MIA,1999,4,97,-0.1692330795173707,0.422680412371134,85,-0.09693726259449974,0.3176470588235294,41,23,0.5609756097560976,0.5134408602150538,0.047534749541043864,97,-0.02086792534180092,0.45721641725031076,-0.0896936858444104,0.37962266301869585,87.0,-0.017415088807882007,48,25,46
MIN,1999,4,78,0.059373194624331355,0.4230769230769231,86,-0.0061307443707891,0.45348837209302323,9,5,0.5555555555555556,0.5134408602150538,0.04211469534050183,78,0.03311135734481468,0.4190794289633786,0.02758745091650695,0.4354707675446107,84.25,0.06148001735066591,38,22,34
NE,1999,4,111,0.0012778926767850957,0.4144144144144144,69,-0.2128730177011397,0.42028985507246375,40,23,0.575,0.5134408602150538,0.061559139784946204,111,0.02739101130471533,0.43637870521432165,-0.02161263848814233,0.42335411751488594,93.0,0.03349961847352789,48,33,47
NO,1999,4,96,-0.13820914015966607,0.3333333333333333,94,-0.11469102544151973,0.39361702127659576,25,13,0.52,0.5134408602150538,0.006559139784946266,96,-0.10239984517882472,0.3483035114745033,-0.1200231698936222,0.44072948328267475,93.33333333333333,-0.06077059509021757,35,35,32
NYG,1999,4,106,-0.12948834592733144,0.3490566037735849,72,-0.17477998896414154,0.3611111111111111,48,28,0.5833333333333334,0.5134408602150538,0.06989247311827962,106,-0.08637589386299277,0.3905703991922054,-0.01746754825482111,0.4187105314291266,90.25,0.17026098210989155,47,35,42
NYJ,1999,4,92,-0.01797828608063523,0.44565217391304346,86,-0.13942035820334758,0.37209302325581395,42,21,0.5,0.5134408602150538,-0.013440860215053752,92,-0.03722622791520421,0.3979547523603953,0.004001341993246706,0.41323429477499246,86.5,-0.014903159304249888,36,34,31
PHI,1999,4,72,-0.17477998896414154,0.3611111111111111,106,-0.12948834592733144,0.3490566037735849,30,13,0.43333333333333335,0.5134408602150538,-0.0801075268817204,72,-0.21817440495540202,0.3625012872000824,-0.05318934788750238,0.39487955620372905,79.25,-0.059603451701910684,30,23,26
PIT,1999,4,89,-0.21201344557417814,0.3258426966292135,83,-0.039825697502913704,0.3493975903614458,39,21,0.5384615384615384,0.5134408602150538,0.025020678246484684,89,-0.0678177809357936,0.4182410942739539,-0.16362993721122845,0.36424333698430084,97.75,0.00708224907821732,43,27,36
SEA,1999,4,86,0.028885709164343364,0.37209302325581395,90,0.03838362306783981,0.4222222222222222,20,8,0.4,0.5134408602150538,-0.11344086021505373,86,-0.053660117425748985,0.3620459914208475,-0.08920293559828957,0.4010489240599788,89.5,-0.0567146510342735,36,28,31
SF,1999,4,87,0.09317047142391037,0.4482758620689655,87,0.09044228471054065,0.3563218390804598,31,19,0.6129032258064516,0.5134408602150538,0.09946236559139787,87,-0.03655112712024446,0.40790023716494056,0.006912367888501646,0.39613237003441437,88.25,0.005076848828035288,40,20,34
TB,1999,4,86,-0.0061307443707891,0.45348837209302323,78,0.059373194624331355,0.4230769230769231,8,5,0.625,0.5134408602150538,0.11155913978494625,86,-0.1279769044168814,0.38107203934639056,-0.134818610358512,0.347129679403714,87.25,-0.04208569898678956,47,21,42
TEN,1999,4,87,0.09044228471054065,0.3563218390804598,87,0.09317047142391037,0.4482758620689655,29,16,0.5517241379310345,0.5134408602150538,0.038283277715980724,87,0.05840318993947176,0.43475236873316314,0.025282680705067066,0.4425483097081888,88.0,0.04352129110495412,46,21,42
WAS,1999,4,98,0.12840121119470246,0.46938775510204084,99,0.15787163582128963,0.4444444444444444,12,8,0.6666666666666666,0.5134408602150538,0.15322580645161288,98,0.19150400402184942,0.4813459716575218,0.09844469904822382,0.4495539080547648,94.0,0.09448536883427824,41,28,36
ARI,1999,5,83,-0.09963218037963915,0.3373493975903614,87,-0.20985583382010997,0.3793103448275862,21,13,0.6190476190476191,0.5306122448979592,0.08843537414965985,83,-0.17713439542377443,0.3490978726927143,-0.07371934862164521,0.39394917219142167,85.25,0.030347320715793755,32,25,31
ATL,1999,5,80,-0.04907779004923903,0.425,93,-0.1159521022344991,0.3763440860215054,35,13,0.37142857142857144,0.5306122448979592,-0.15918367346938778,80,-0.15866874598451688,0.3690314440993789,-0.013430428059640558,0.35823237877786795,87.5,-0.10096151095641001,27,31,23
BAL,1999,5,94,0.031461353755575586,0.425531914893617,87,0.04281906674964788,0.41379310344827586,41,20,0.4878048780487805,0.5306122448979592,-0.04280736684917874,94,-0.0439947837031465,0.37939885173927723,-0.07046309663007697,0.36048648839412356,91.5,-0.07393435728210294,41,29,38
BUF,1999,5,86,0.09787586266381923,0.5,76,0.09510458978785874,0.4605263157894737,37,21,0.5675675675675675,0.5306122448979592,0.036955322669608326,86,0.004344238385777452,0.4258791560102302,-0.12658062176371776,0.3962595574980273,89.75,-0.08265592858832765,39,25,34
CHI,1999,5,103,-0.048551731793943134,0.4077669902912621,91,-0.11014572730037775,0.4945054945054945,44,27,0.6136363636363636,0.5306122448979592,0.08302411873840443,103,-0.07909215127675387,0.3785867436327052,-0.07946797151888432,0.3978697554113606,97.25,0.03849369380051887,46,30,42
CIN,1999,5,106,0.02337735881595333,0.44339622641509435,76,-0.017560996706802546,0.47368421052631576,33,18,0.5454545454545454,0.5306122448979592,0.014842300556586197,106,-0.16917530701821426,0.36285813388558574,0.0952588996880344,0.4621560028348114,94.0,-0.03221463283453192,53,36,45
CLE,1999,5,76,-0.017560996706802546,0.47368421052631576,106,0.02337735881595333,0.44339622641509435,26,16,0.6153846153846154,0.5306122448979592,0.0847723704866562,76,-0.09973266932450613,0.41604305908262174,0.022742305486303033,0.44785814361286064,72.75,0.030720657152189617,33,24,30
DAL,1999,5,93,-0.116726053228031,0.46236559139784944,86,-0.10868873928507318,0.3023255813953488,24,9,0.375,0.5306122448979592,-0.15561224489795922,93,0.004854388932239991,0.41844280262443106,-0.1277119577256717,0.3664398723603315,95.0,-0.07963252269366815,42,31,39
DEN,1999,5,84,-0.05953624983259541,0.42857142857142855,83,-0.12515890911616598,0.40963855421686746,33,18,0.5454545454545454,0.5306122448979592,0.014842300556586197,84,-0.09779455856621826,0.38956364616364175,-0.06911729000429795,0.425116425404694,82.75,0.015221264601365525,34,26,32
DET,1999,5,87,-0.30198181755488157,0.367816091954023,82,-0.15855468625601668,0.4024390243902439,29,17,0.5862068965517241,0.5306122448979592,0.05559465165376487,87,-0.07790810574870388,0.3928905900541051,-0.07430472731265278,0.3944894128804436,85.5,0.024618790558379608,47,21,43
GB,1999,5,90,0.010951176877891525,0.4,82,0.027378690630122222,0.4634146341463415,38,24,0.631578947368421,0.5306122448979592,0.1009667024704618,90,0.023840411151477735,0.41411643911643914,0.04115591704184071,0.4133441718776142,91.0,0.010782422200819819,46,22,43
IND,1999,5,73,0.1410811808000793,0.4246575342465753,91,0.18419045628781033,0.4835164835164835,29,14,0.4827586206896552,0.5306122448979592,-0.047853624208304024,73,0.09713912450632493,0.4248591479032803,0.009087469069252278,0.42994505494505497,85.75,0.003097069478774944,27,24,26
JAX,1999,5,94,-0.021183668240849034,0.3723404255319149,87,-0.16865899379334354,0.3103448275862069,30,15,0.5,0.5306122448979592,-0.030612244897959218,94,-0.012833007085041294,0.3912188176988304,-0.0871862172768495,0.35309450010147414,95.25,-0.01654035613084344,38,33,37
KC,1999,5,88,-0.039744762044451605,0.3522727272727273,93,-0.03863317533379201,0.3870967741935484,42,17,0.40476190476190477,0.5306122448979592,-0.12585034013605445,88,-0.021504152155428044,0.403207179982357,-0.08016403756665817,0.3973921240050272,92.75,-0.08118593180583086,31,38,28
LA,1999,5,80,0.22629538867726057,0.4125,84,-0.01924225142398616,0.4880952380952381,7,5,0.7142857142857143,0.5306122448979592,0.18367346938775508,80,0.21233337595544607,0.4531709340919867,-0.12809776851803858,0.39839635320184524,76.66666666666667,0.05675166318319561,29,26,23
LAC,1999,5,82,-0.15855468625601668,0.4024390243902439,87,-0.30198181755488157,0.367816091954023,33,16,0.48484848484848486,0.5306122448979592,-0.045763760049474356,82,-0.10655001425378208,0.3904090872012399,-0.2020628947794311,0.3836261270382687,83.75,-0.018202959239555727,37,23,36
LV,1999,5,83,-0.12515890911616598,0.40963855421686746,84,-0.05953624983259541,0.42857142857142855,32,22,0.6875,0.5306122448979592,0.15688775510204078,83,-0.02019233963038576,0.42533742486213033,-0.04790475530427955,0.3780116414120952,91.0,0.025476981107082033,46,21,42
MIA,1999,5,91,0.18419045628781033,0.4835164835164835,73,0.1410811808000793,0.4246575342465753,18,9,0.5,0.5306122448979592,-0.030612244897959218,91,0.030396670065601893,0.46379143381685395,-0.03199996918328797,0.3908813808256657,88.0,-0.02071437783040131,40,28,38
MIN,1999,5,91,-0.11014572730037775,0.4945054945054945,103,-0.048551731793943134,0.4077669902912621,23,16,0.6956521739130435,0.5306122448979592,0.16503992901508424,91,0.002826206265244796,0.4459316090413651,0.03126412640185988,0.43407918178409294,83.75,0.08843710738242572,56,16,49
NE,1999,5,93,-0.03863317533379201,0.3870967741935484,88,-0.039744762044451605,0.3522727272727273,40,21,0.525,0.5306122448979592,-0.0056122448979591955,93,0.013006026866250225,0.42601004161985156,-0.023627338820319636,0.4169778548886233,95.25,0.02909801285311378,50,19,48
NO,1999,5,93,-0.1159521022344991,0.3763440860215054,80,-0.04907779004923903,0.425,33,17,0.5151515151515151,0.5306122448979592,-0.01546072974644408,93,-0.10578790944274331,0.3553136551112538,-0.1022868249325264,0.4367971124620061,93.25,-0.0494431287542742,48,23,42
NYG,1999,5,87,-0.20985583382010997,0.3793103448275862,83,-0.09963218037963915,0.3373493975903614,19,7,0.3684210526315789,0.5306122448979592,-0.1621911922663803,87,-0.0800844021425442,0.40690961330607867,0.03147585735380175,0.414158991937828,90.5,0.12035100328373581,47,24,41
NYJ,1999,5,87,-0.16865899379334354,0.3103448275862069,94,-0.021183668240849034,0.3723404255319149,19,11,0.5789473684210527,0.5306122448979592,0.04833512352309344,87,-0.0714694861846045,0.38109651481250256,-0.006021265671982658,0.39917654401511404,85.75,-0.03554014504162305,45,22,43
PHI,1999,5,86,-0.10868873928507318,0.3023255813953488,93,-0.116726053228031,0.46236559139784944,9,4,0.4444444444444444,0.5306122448979592,-0.0861678004535148,86,-0.202691205396748,0.3339160158822529,-0.06116964827711607,0.4169926931836262,79.75,-0.046249209369108424,35,25,31
PIT,1999,5,76,0.09510458978785874,0.4605263157894737,86,0.09787586266381923,0.5,19,9,0.47368421052631576,0.5306122448979592,-0.056928034371643454,76,-0.10108644609563847,0.40167624464989377,-0.005050152894659203,0.40401606425702813,88.75,0.0062153324530185156,36,19,30
SF,1999,5,84,-0.01924225142398616,0.4880952380952381,80,0.22629538867726057,0.4125,6,3,0.5,0.5306122448979592,-0.030612244897959218,84,0.05735043173690762,0.4601566048282849,0.0529754097274372,0.38689781947261664,87.75,0.006778184384091765,39,21,36
TB,1999,5,82,0.027378690630122222,0.4634146341463415,90,0.010951176877891525,0.4,29,13,0.4482758620689655,0.5306122448979592,-0.08233638282899369,82,-0.04728078105581819,0.408036808994087,-0.07332536596356307,0.3686413073106907,85.25,-0.06066833908996229,32,30,27
TEN,1999,5,87,0.04281906674964788,0.41379310344827586,94,0.031461353755575586,0.425531914893617,35,21,0.6,0.5306122448979592,0.06938775510204076,87,0.04393184514518666,0.40212469522814354,-0.002988820653595965,0.4297724099269202,90.0,0.046565337658453054,36,25,34
ARI,1999,6,89,-0.11024098340311676,0.33707865168539325,102,0.06833842164810472,0.46078431372549017,29,17,0.5862068965517241,0.5358090185676393,0.05039787798408479,89,-0.15978461627777613,0.3374373030559231,-0.0151880506281818,0.4157386572162008,86.0,0.044611268831469875,48,20,45
ATL,1999,6,91,-0.22883605330430853,0.38461538461538464,72,0.19341781540291259,0.5,0,0,,0.5358090185676393,,91,-0.15472299448563204,0.3740394569198917,0.05688024452868359,0.4056461718813162,86.25,-0.060690616759084305,45,18,40
BUF,1999,6,74,-0.02944991573555116,0.4189189189189189,102,0.06761338084181968,0.46078431372549017,24,15,0.625,0.5358090185676393,0.0891909814323607,74,-0.00018334362683560586,0.4368588857399599,-0.07508451981284651,0.4257413502151142,84.25,-0.012727134843140697,42,12,40
CAR,1999,6,94,0.0527931822921752,0.43617021276595747,98,0.009071709660231174,0.47959183673469385,18,9,0.5,0.5358090185676393,-0.035809018567639295,94,0.1392013745985331,0.4497204090332796,0.042803673818427604,0.42811499599839936,81.0,-0.010048402786528465,39,28,38
CHI,1999,6,89,-0.09944270482841014,0.34831460674157305,96,-0.019924678368451385,0.3958333333333333,32,14,0.4375,0.5358090185676393,-0.0983090185676393,89,-0.08564978944350331,0.37075798791069103,-0.07226872048222005,0.41762016795261475,92.5,0.013804431990150273,41,28,38
CIN,1999,6,87,-0.1688233149952478,0.3563218390804598,91,0.0191745020588425,0.38461538461538464,11,8,0.7272727272727273,0.5358090185676393,0.191463708705088,87,-0.1108741476084894,0.35700188479494116,0.09975327042871948,0.45504897942344014,96.0,0.0002615093955035258,47,18,42
CLE,1999,6,78,-0.06842067384494918,0.34615384615384615,87,0.1279267075394228,0.4482758620689655,30,11,0.36666666666666664,0.5358090185676393,-0.16914235190097265,78,-0.11523573015853704,0.38930027062108324,0.017488318182997415,0.4336644828674757,76.25,-0.01924509511110095,31,26,26
DAL,1999,6,83,-0.13190027479418548,0.3493975903614458,87,-0.10334573626557998,0.3563218390804598,33,18,0.5454545454545454,0.5358090185676393,0.00964552688690612,83,-0.08609285045104806,0.38517816512707326,-0.1953160217406403,0.3305203321304464,87.25,-0.10855301870119925,36,25,34
DEN,1999,6,113,0.07800418806354244,0.4247787610619469,58,-0.20357788079951522,0.3620689655172414,39,16,0.41025641025641024,0.5358090185676393,-0.12555260831122905,113,-0.06277628308869804,0.3909196267517091,-0.1327110028417328,0.39673122775961417,87.75,-0.023223339089344958,35,51,30
DET,1999,6,90,-0.07854555898936487,0.4222222222222222,76,-0.08742203612017435,0.39473684210526316,21,10,0.47619047619047616,0.5358090185676393,-0.05961854237716313,90,-0.09022798770894483,0.39898378001826273,-0.05356545093962061,0.4005810308141668,84.75,0.04848031645051745,43,25,40
GB,1999,6,58,-0.20357788079951522,0.3620689655172414,113,0.07800418806354244,0.4247787610619469,15,10,0.6666666666666666,0.5358090185676393,0.13085764809902733,58,-0.03286129719948126,0.39199631785838684,0.05683615463150481,0.43190999616371945,82.75,0.041926861258223785,25,11,24
IND,1999,6,84,0.02346123527433776,0.4523809523809524,78,-0.040072287978519444,0.5256410256410257,32,16,0.5,0.5358090185676393,-0.035809018567639295,84,0.09620762868367022,0.4431267997916218,0.03694129825307487,0.4624542124542125,85.0,0.002725217809361871,36,26,35
JAX,1999,6,87,0.1279267075394228,0.4482758620689655,78,-0.06842067384494918,0.34615384615384615,39,25,0.6410256410256411,0.5358090185676393,0.10521662245800179,87,-0.015815333872346064,0.3905426851768561,-0.13889243521113953,0.32891867592564994,91.5,0.024766171400165557,42,25,34
LA,1999,6,72,0.19341781540291259,0.5,91,-0.22883605330430853,0.38461538461538464,12,8,0.6666666666666666,0.5358090185676393,0.13085764809902733,72,0.2076044858173127,0.46487820056899004,-0.15328233971460606,0.39495111105523006,75.5,0.07527815941215354,27,24,22
LAC,1999,6,91,-0.11557381027257492,0.3626373626373626,85,-0.14127545336803324,0.43529411764705883,38,24,0.631578947368421,0.5358090185676393,0.09576992880078172,91,-0.13574272159595135,0.37780755829536317,-0.13687476996290257,0.3975129475892739,83.5,-0.007895876020684561,49,21,46
LV,1999,6,102,0.06761338084181968,0.46078431372549017,74,-0.02944991573555116,0.4189189189189189,41,18,0.43902439024390244,0.5358090185676393,-0.09678462832373685,102,-0.009989310326722869,0.43486340020071945,-0.03500353802848585,0.38822917601987367,92.25,-0.008553405364533168,31,45,26
MIA,1999,6,123,-0.032583562787358175,0.3902439024390244,84,-0.109911730952404,0.35714285714285715,17,8,0.47058823529411764,0.5358090185676393,-0.06522078327352165,123,-0.045853239085666866,0.41751679298825384,-0.061351978183483605,0.37079209511138,100.5,-0.010018118044706037,62,25,53
MIN,1999,6,76,-0.08742203612017435,0.39473684210526316,90,-0.07854555898936487,0.4222222222222222,14,9,0.6428571428571429,0.5358090185676393,0.10704812428950361,76,0.0012343934448827004,0.4501036244457297,0.004927420747726629,0.433964634246865,82.25,0.07098052467973623,34,19,33
NE,1999,6,84,-0.109911730952404,0.35714285714285715,123,-0.032583562787358175,0.3902439024390244,26,21,0.8076923076923077,0.5358090185676393,0.2718832891246684,84,-0.017409287126864764,0.40952652513633514,-0.05777072172277444,0.40407371421930965,90.25,0.07438738352137766,43,13,38
NO,1999,6,97,-0.17173325207296694,0.4020618556701031,86,-0.12928032595176225,0.3953488372093023,32,23,0.71875,0.5358090185676393,0.1829409814323607,97,-0.106518944932224,0.3785095313999136,-0.05656526074642113,0.4284914646214745,93.25,0.031626905541225006,55,21,44
NYG,1999,6,87,-0.10334573626557998,0.3563218390804598,83,-0.13190027479418548,0.3493975903614458,37,17,0.4594594594594595,0.5358090185676393,-0.07634955910817981,87,-0.09714286509279242,0.3845442899436635,-0.08217064475900358,0.38182753846435974,91.5,-0.03079283810621236,38,24,28
